1111,2020.09.29 11:04:59,1
7777,2020.09.29 11:05:14,1
9999,2020.10.05 05:41:27,1
7777,2020.10.06 01:00:57,1
7777,2020.10.06 01:01:08,1
7777,2020.10.06 02:01:10,1
7777,2020.10.08 10:16:34,1
7777,2020.10.08 11:36:33,1
7777,2020.10.12 01:16:35,1
7777,2020.10.12 04:22:37,1
7777,2020.10.12 10:40:38,1
7777,2020.10.12 10:41:02,1
7777,2020.10.12 10:45:30,1
7777,2020.10.12 10:47:05,1
7777,2020.10.12 10:49:29,1
7777,2020.10.13 10:51:38,1
7777,2020.10.13 11:04:25,1
7777,2020.10.13 11:44:06,1
7777,2020.10.13 11:46:17,1
7777,2020.10.13 11:47:31,1
7777,2020.10.13 11:48:02,1
7777,2020.10.13 11:49:12,1
7777,2020.10.13 11:50:38,1
7777,2020.10.13 11:51:45,1
7777,2020.10.13 11:52:30,1
7777,2020.10.13 11:53:16,1
7777,2020.10.13 11:54:26,1
7777,2020.10.13 01:36:37,1
7777,2020.10.13 02:04:53,1
7777,2020.10.13 02:07:08,1
7777,2020.10.13 02:25:46,1
7777,2020.10.13 02:54:42,1
7777,2020.10.13 02:54:58,1
7777,2020.10.13 02:56:01,1
7777,2020.10.13 02:57:30,1
7777,2020.10.13 02:58:43,1
7777,2020.10.13 08:14:19,1
7777,2020.10.14 12:10:43,1
7777,2020.10.14 11:27:23,1
7777,2020.10.14 02:47:14,1
7777,2020.10.14 04:56:46,1
7777,2020.10.15 01:18:33,1
7777,2020.10.17 06:37:11,1
7777,2020.10.18 02:08:24,1
7777,2020.10.18 02:09:39,1
7777,2020.10.18 02:17:34,1
7777,2020.10.18 02:20:33,1
7777,2020.10.18 02:21:28,1
7777,2020.10.18 02:22:04,1
7777,2020.10.18 02:22:29,1
7777,2020.10.18 02:23:05,1
7777,2020.10.18 02:24:21,1
7777,2020.10.18 02:24:57,1
7777,2020.10.18 02:25:33,1
7777,2020.10.18 02:25:58,1
7777,2020.10.18 02:26:35,1
7777,2020.10.18 02:27:43,1
7777,2020.10.18 02:27:55,1
7777,2020.10.18 02:28:08,1
7777,2020.10.18 02:28:33,1
7777,2020.10.18 02:28:48,1
7777,2020.10.18 02:29:21,1
7777,2020.10.18 02:29:42,1
7777,2020.10.18 02:30:10,1
7777,2020.10.18 04:34:25,1
7777,2020.10.18 04:37:13,1
7777,2020.10.18 05:00:35,1
7777,2020.10.18 05:59:22,1
7777,2020.10.28 04:37:19,1
7777,2020.10.28 11:44:41,1
